id,rate,”review",product_id,"created_at","updated_at",user_id,”occupation","length","often","hourly_wage",rate_flexibility,rate_wage,rate_future,rate_growth,rate_social,rate_value,rate_reccommendation,"review_job","review_authority","review_skills","review_training","review_environment","review_expectation","review_merit”
46,6,"a",44,"2017-05-20 09:04:21","2017-05-20 09:04:21",3,"広報","6ヶ月〜11ヶ月","週3日〜4日","無給（交通費支給）",8,5,8,10,8,10,8,"・業務内容:会員誌（ニュースレター）の作成が主な仕事。ウェブの情報のみによるクイック記事多数、大きな記事も二本手がけ、取材から編集まで行った。また日々の業務として本部からくるニュースの英訳がある。さらに、イラストが得意だったのでキャンペーンのイラストや、カードも作成した。 ・割合:編集 40%、校正20%、ニュースの英訳30%、取材5%、イラスト・キャンペーンカード作成5%",NULL,"・編集スキル:文書をどのように書けば相手に伝わるのか、上司から学ぶことができた。・英語の記事を要約する能力:日々のニュースの英語の他にも、クイック記事を書く際にも英語の記事をたくさん読んだ。そのため、インターン前よりはるかに英文記事の要点を理解できるようになった。","・職場自体の雰囲気は非常によく、他の職員さんにも話しかけやすい。しかし、実際に関わるのは自分の上司がほとんど。・研修などはあまりなかったが、やっていくうちに覚えた。・アムネスティとしてのスタンス・ガイドラインは一番最初にさらっと教えてもらった。",NULL,NULL,"将来、NGOやNPOで働いてみたい人にはとてもオススメ。小さなベンチャーNPOではなく、歴史あるNGOだからこそのメリット・デメリットがよくわかる。ここで終わりにせず、他のNGOやNPOにも関わってみて違いをしっかり知ると自分のキャリアに大きくいかせると思う。"
47,7,"a",45,"2017-05-20 09:04:28","2017-05-20 09:04:28",4,"マーケティング","6ヶ月〜11ヶ月","週5日以上","800円未満",5,4,10,8,10,8,6,"業務内容：会社が行なっているお客様や学生向けのイベントの企画・運営。イベントのアンケート集計とデータ分析。BtoBの案件全般（商談なども含む）。ブライダル用のカタログギフトの管理・運営。在庫の移動や入荷処理。新規ホームページの立ち上げ。商品の検品・梱包。その他日々のお客様対応やダンボール解体などの作業もあり。 割合：イベント企画・運営：30%　BtoB：30%　カタログギフト：15%　検品作業：15%　在庫管理：10% 　その他毎日のタスク",NULL,"・マネジメント力：イベントの運営が多かったので、それに伴うヒト・モノ・カネの運用方法であったり、プロジェクトの達成のために何をすべきか明確に分析できるようになった。 ・徹底力：お客様に直接届く仕事が多かったので、絶対にミスがないように当たり前のことでも何回も自分や上司に確認してもらってから納得のいく形でタスクを進めた。 ・発言力：上司に対しても、自分の意見をはっきりと伝えられるようになった。 ・自分マネジメント力：仕事に溺れることも多かったのですが、自分の中でしっかり仕事に対する基軸を作り、周りに流されることがない自分の働き方のスタイルをつくることができた。","そもそもマーケティングチームが私を含め基本２人体制なので、直属の上司の先輩には本当によく面倒を見ていただいて、何に関しても相談にのってもらうことができました。ほかの社員さんともインターンという壁は感じずに、自分からいけば誰とでも関われることができます。ただ、会社全体でみるとインターンの研修制度はそれほど整っていないので、新入社員や随時入ってくる社員の方の研修に、自分から手をあげて入れさせていただくくらいしか機会がないです。ただ、私はマネタイズについて勉強がしたかったので、マーケティングチームの上司の方にお願いして何回か研修をしていただきました。",NULL,NULL,"途上国でビジネスを行うということについて深く考えさせられました。また、開発の分野で仕事をしたい私にとっては、様々なプレーヤーがいる中でどのような仕事に就きたいか深く考えるきっかけになりました。なによりも本当に社員のかたのバックグラウンドがさまざまで、みなさまの経験を聞くだけで大変刺激になりました。 ただ、時には24時をまわることもあるようなインターンなので、生半可な気持ちで始めると少し大変すぎて後悔するかもしれません。"
48,8,"a",46,"2017-05-20 09:04:32","2017-05-20 09:04:32",1,"マーケティング","6ヶ月〜11ヶ月","週3日〜4日","900円〜999円",8,10,10,8,8,10,8,"いろいろなマーケティングプロジェクトに参加させていただき、ドイツ本社も関わる業務が多いです。80%がプロジェクトに関係ある書類作成や打ち合わせなどが多い。ドイツ本社の方々とやるワークショップもあります。20%はサポーターを手伝う翻訳業務、事務の業務であります。",NULL,"プロジェクトマネジメントスキル: 実際プロジェクトの一部分メンバーになり、業務を管理やフォローするスキルが延びる。 コミュニケーションスキル: 英語と日本語両方使いながら業務ができる","インターンは一人のサポーターが付く。基本的な会社の歴史や、業務の研修をいただき、pcの使い方までする。",NULL,NULL,"インターンも社員見たいに業務ができる。ドイツ本社と関わるチャンスが多い。英語、日本語も生かせる。さらに車業界のことを知ることができる"
49,6,"a",47,"2017-05-20 09:04:37","2017-05-20 09:04:37",2,"ビジネス全般","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,8,10,8,5,8,8,"[業務内容(割合)] ・人事採用業務(50%) ・ゲーム運用(20%) ・メディア運営(30%) ・イベント運営(イレギュラー)",NULL,"・ビジネススキル全般 ・ビジネスに対してのスタンス ・PDCAの回し方 ・営業力 ・イベント運営ノウハウ ・社内外問わず回りを巻き込む力 など","サイバーエージェントという会社はIT企業の中でも短期・長期ともにインターンにものすごく力を入れている企業だと個人的には思う。 特に部署によってはインターン生といえど業務のほぼ全てを任されることもあり（子会社が多い）、自分でいくらでも仕事を取ってくることが可能。仕事の報酬は仕事である。 とはいえ、上長のフォローも厚いので、フィードバックもかなり貰え、社会人と同じ目線でビジネスに取り組むことが可能である。（あくまで私の実体験に依る）",NULL,NULL,"IT業界の特色かもしれないが、とにかく、自分の頭で考え、スピード感を持って取り組まないとすぐに周りに置いて行かれる環境である。 また、私もそうだったが、実際に社会人とともに働いて、自分の無力さや無能さを思い知らされた。 「無知の知」というソクラテスの言葉があるが、社会人になる前に自分がいかに何もできないか、を知れたのはインターンをしてみて一番のメリットだったと思う。"
50,7,"a",48,"2017-05-20 09:04:42","2017-05-20 09:04:42",3,"企画運営","3ヶ月〜5ヶ月","週1日〜2日","800円未満",5,2,5,8,8,8,3,"試合日は通常業務として球場内飲食店やイベントの運営を行う。 加えてシーズン最終戦の球場イベントの企画運営に携わることができる。",NULL,"・スポーツビジネスの知識 →チームの勝利と収益の両方が求められる点で他の業界とは違う ・巻き込む力 →良くも悪くも自ら動かなければ周りは動いてくれない","教育するような文化はなく自ら動いて成長しなさいというスタンス。 しかし、日本ハムグループは大企業なのでしがらみも多くジレンマを感じる。",NULL,NULL,"外からはみれないスポーツビジネスの現場を肌で経験できる。 プロジェクトマネジメントを経験できたこと。"
51,8,"a",49,"2017-05-20 09:04:47","2017-05-20 09:04:47",4,"研究員","1ヶ月〜2ヶ月","週5日以上","無給（交通費支給）",8,8,8,8,8,8,9," Iotセキュリティに関する調査やプログラミング教育に関する調査をおこなった。 期間内の仕事でのゴールは夫々について事例を海外レベルまで調査し、アウトプットとして、報告書にまとめ、上部にプレゼンすること。また報告書に関しては、新規にわかりやすく改善できるならフォーマットを自ら作成、提案すること。 ・割合 80%=調査 5%=会議/議事録作成 15%=進捗報告MTG",NULL,"・観察力： その部署が全体の中でどういう立ち位置なのか、どのような人が上層部におり、その結果としてどういう雰囲気になっているのか、それぞれの社員さんがどういう性格/性質なのか、などマクロからミクロへ繋げながら理解する力が身につきます。 ・積極性/提案力： 基本的に全ての事柄に対して、「あなたはどう思っているのか？」「君はどうした方がいいと思っているのか？」聞かれます。この時黙っていると、使えないやつ認定をされ、どんどん雑用が降ってきます。また逆にこの時（正解ではなくてもいいので）自分の意見がきちんと伝えられると評価されます。日々の業務を”作業”とみなして何も考えないでおこなう人と”提案”と考えて主体的に考えている人では、アウトプットの質も全然違います。 ・サーベイスキル： サーベイは時間があれば誰でもできます。その為、どうすれば制限時間内に上層部が納得するような情報をMECEに持ってこれるかが難しく、その部分のスキルは身につきました。","1体1で先輩にメンター形式で教えてもらえる。 基本的に完全なる個人主義の会社なので、会社全体としての教育体制に期待する人は向いていない。（インターンの場合は）研修もない。自分の場合は上司が女性の方だったので、非常に気が利く方だった。その為、日々必ず報告と言うかたちで対面で話し合う時間を取っていただけた。また他のインターン生や自分の興味のある部署とのコンタクトを積極的に取ってくれたので、自分から学びたいという人に対しては協力してくれる会社だった。",NULL,NULL,"最も大きいメリットは会社の雰囲気を知れること。大きい会社であるほど、会社全体の雰囲気風潮はもちろん、部署内の雰囲気風潮もそれぞれ異なってくる。 次のメリットは、実際の業務を体験できること。 学生の一番の弱点は会社を外からしか見ることができず、その結果として偏った情報や見方しかできていないこと。その為、実際にどんな業務を日々行い、その中ではどういう能力が求められているのかを理解している人は少ない。インターンにおいては、（担当するメンターさんにも依存するが）基本的には実務を振られるので、フィードバックもきちんと行われる。その際に、自分に何が足りていないのか正しく認識できるので、インターンが終わった後も、本選考や、他社の選考に生かすことができる。"
52,8,"a",50,"2017-05-20 09:04:51","2017-05-20 09:04:51",1,"エンジニア","1年以上2年未満","週3日〜4日","歩合制",10,8,8,10,8,8,8,"業務内容： 基幹サービスであるhttps://trunk.fm/の開発 自社オウンドメディアであるhttp://room.trunk.fm/の開発 CTOとKPIなどを定め、チーム全体で数字を追います。 数字を達成できるようなissueを自分で立てて、自分で実装まで行います。 その他月に2回の全社MTG 割合： https://trunk.fm/の開発 = 90% http://room.trunk.fm/の開発 = 10% room.trunk.fmに関しては実装作業は自分とCTOのふたりで行っています。",NULL,"・実装スキル：元面白法人カヤックのCTOのもとで技術を磨けます。prに対するfbも的確です。 ・チーム開発力：チームで開発し、チームで目標を共有します。コミュニケーション能力も身につきます。 ・考える力：サービスをグロースさせるのに必要な思考を身につけられます。ただ実装するようなアルバイトではなく、責任を持って行動することが大切です。","研修などはない。 しかし、サービス自体が教育サービスのため社員は教えることが好き。 インターン生もエンジニア2人とデザイナー2人でやっている。 【社員】 エンジニア：元面白法人カヤック デザイナー：元ヤフー 以上のふたりのもとで教わりながら仕事ができる。",NULL,NULL,"スタートアップ感を存分に味わえる。 ベンチャーではなくスタートアップなので、何をするにも自由。 それはインターン生も同様で、社員であろうとインターン生であろうと発言権は変わらない中で働くことができる。"
53,8,"a",51,"2017-05-20 09:04:55","2017-05-20 09:04:55",2,"マーケティング","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,10,8,5,4,8,7,"・業務内容: BtoB、BtoC問わず自社サービスの認知度向上から商談誘導に至るまでのマーケティング施策を企画し、実行する。最初はウェブマーケティングから入り、様々な広告運用を行うことができる。 ・割合: 広告運用30%、グループワークやミーティング20%、各施策の企画考案50%",NULL,"・ウェブマーケティングの基礎知識: 最初にウェブマーケティングの知識のインプットをまとめて行い、実際に運用することができるので、LPOやリスティング広告、facebook広告、twitter広告は運用できるようになる。","基本的に放任主義だが、質問はいつでも行えるし、その都度丁寧に教えてくれる。月に一度、月次面談も設置されており、各インターン生の満足度やwillをかなり尊重してくれる。 また、非情にシフトに関しては融通がきく。",NULL,NULL,"マーケ部署のインターン生は比較的優秀であり、学歴を見ても東大、早慶、筑波で6人の構成を占めていた。また外コン、難関ベンチャーの内定を皆持っていたので、優秀な学生には出会えると思う。 また、社員さんと仲良くなればプライベートでランチに誘ってもらったり飲みに連れていってもらえたりする。"
54,9,"a",52,"2017-05-20 09:04:59","2017-05-20 09:04:59",3,"記事作成","6ヶ月〜11ヶ月","週1日〜2日","1400円以上",10,10,5,8,8,8,7,"社内報を作成するインターンを行う記事の作成が50%でインタビューが50%の割合 長い時間働いている人になるともっと社員さんに近い仕事になる",NULL,"社会人との会話のスキル インタビューを通して社会人のかたと話すことに慣れた 文章力 記事を作成するために文章を添削してもらえるため向上した","インターン生に対しては手厚い待遇をしてくれる 就活に対する相談などにも乗ってくれる 研修などは特にない",NULL,NULL,"魅力的な社員さんや優秀な方々と知り合える機会となりとても有益だった 様々な社会人のかたと話ができて楽しい"
55,9,"a",53,"2017-05-20 09:05:05","2017-05-20 09:05:05",4,"コンテンツクリエイター","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,5,10,10,8,10,8,"・業務内容 基本業務：就活記事執筆及び内定者へのインタビュー 上位業務：チームマネジメント、各種プロジェクト案件の実行 ・割合 初期メンバー：就活記事執筆70% 週次・月次ミーティング15% スキルアップ研修15%",NULL,"・ヒアリングスキル インタビューの中で、相手の話を聞きながら仮設構築し検証する情報整理力 情報を相手から引き出す力 ・ライティングスキル ロジカルライティングスキルを磨く研修を受け、限られた情報の中で説得力のある文章を書く力を養うことができる ・工数管理能力 月次で課されているノルマを、自分が勤務可能な時間の中で達成するために効率性を高めて行くことが求められる 実務を行う上での基礎的な力が養われる","・全社としてインターン生を受け入れる制度が整っている ・ロジカルライティング研修だけでなくロジカルシンキングの研修を始め様々な種類の研修がある ・研修以外にインターンのカルチャーとして常に学生が成長できるように社員の方も親身になってくれる ・加入初期のタイミングでは、土台研修を数時間受けたあとにチームへ配属される。配属後はチームのリーダーがそれぞれのメンバーの面倒を見る。１チーム4~5名と少人数制のためリーダーとのコミュニケーションも取りやすい。",NULL,NULL,"・一流企業（トップ就活生なら誰もが知る外資・日系）をスピンアウトされたハイレベルな社員の方のすぐそばで働くことができ、一流の仕事を見ることができる。 ・自分のキャリア観の視座が高まる。インターン生は総合商社や外資系コンサル・外銀等のトップクラスの企業への内定を獲得している学生が多く、必然的に意識が高まる。 ・コネクションが広がる。東早慶を始めとする学生が大半でインターン卒業後も繋がりがあり、将来どこかの場面でこのコネクションが生きると感じる。 ・就活を控えている学生にとっては情報収集の格好の場。各企業への内定者にインタビューを行うことができることや、一流企業への内定者の先輩方から選考や特別選考ルートの存在などの情報を獲得することができ、就職活動を進めていく上でこれ以上ない情報が手に入る。"
56,8,"a",54,"2017-05-20 10:58:42","2017-05-20 10:58:42",1,"マーケティング戦略","1年以上2年未満","週3日〜4日","1400円以上",10,10,10,10,10,10,10,"高齢者を対象にした移動問題解決のための支援サービス。サービスをどのように様々な地域に広げて行くかという営業戦略=100%",NULL,"1から100まで任された仕事を全て自分でこなさなければいけないので、学生が考えるような仕事のスキルは一通り身につけられる。","基本的に紹介制かつ少人数制なため、滅多な事がないとインターン生として受け入れられない。しかし同時に少人数なため、フィードバック等は手厚い。",NULL,NULL,"社会人になる前にある程度責任ある仕事を任せられる事により、仕事とは何たるかを知る事ができる。同時に責任が重いため社会人になる前に基礎中の基礎は学べる。"
57,8,"a",22,"2017-05-20 10:58:47","2017-05-20 10:58:47",2,"編集部門","1ヶ月未満","週3日〜4日","1000円〜1099円",10,8,8,8,8,8,8,"【業務内容】 ・「英文→日本語」への翻訳（50%) ・例文・辞書データの執筆・校正 (50%) 各省庁の発表資料・研究機関の論文等、比較的難易度の高い翻訳を担当する（然し、和訳も同時に公開されているケースも多い）。翻訳業務に加え、例文・辞書データの執筆・校正等PCスキルが問われる業務も担う。",NULL,"・PCスキル→例文・辞書データの執筆・校正業務を通して幅広いPCスキルを習得。インターン期間が長ければ長いほど、業務の幅が広がり更にスキルアップするチャンスがあると思料。 ・タイピングスキル→毎回出社時に、タイピングテスト有り。合格すると時給が200円程アップ(1,000円→1,200円）。","【教育体制】 ・IT全般に関する教科書を配布。定期的に、メンターによる小テスト有り。 ・社長によるディスカッション形式の勉強会を開催。 【その他】 ・ピザパーティー・懇親会等、インターン生だけでなく頻繁に正社員と関わる機会が設けられている。若手社員が多く、非常に風通しが良い。【教育体制】 ・IT全般に関する教科書を配布。定期的に、メンターによる小テスト有り。 ・社長によるディスカッション形式の勉強会を開催。 【その他】 ・ピザパーティー・懇親会等、インターン生だけでなく頻繁に正社員と関わる機会が設けられている。若手社員が多く、非常に風通しが良い。	",NULL,NULL,"・英語×ITに関わらず、仕事に対する取り組み方・主体性等様々な体験をできた。 ・志高い優秀なインターン生が多く集まっており、刺激的な環境有り。「出会いの場」としても活用できるのではないか。"
58,8,"a",55,"2017-05-20 10:58:52","2017-05-20 10:58:52",3,"営業、マーケティング、コンサル","1年以上2年未満","週3日〜4日","1000円〜1099円",8,5,8,8,5,8,8,"業務内容として、サロン予約アプリの運営。営業50%既存コンサル30%マーケティング10%その他10%",NULL,"・営業で社会人になるための基礎を学べる、スケジューリングのやり方等 ・マーケティングはHTML,マーケット調査 ・コンサルは、自分で戦略を立てて行動できる力が身につく。","社員さんが非常に優秀なひとたちで、色々なことを教えてもらえる。インターン生とも快く接してくれる。コミットした分だけ、社員さんも返してくれる。",NULL,NULL,"意識の高い人たちと接することで、自分の意識も高められる。いろんなスキルが身につくと思う。講習会なども開いてくれる。チームワークが大事なので、みんな仲良し。"
59,9,"a",23,"2017-05-20 10:58:56","2017-05-20 10:58:56",4,"講師職、企画職","1年以上2年未満","週1日〜2日","1100円〜1199円",8,8,8,8,8,8,7,"講師（授業）30％ 企画（イベントの企画運営等）60％ 事務（受付等）10％ ※人によって割合は大きく異なります。",NULL,"・人に分かりやすく伝える技術：授業が本質追究を基本としているので、一つ一つの項目を生徒に「なぜ」と問い、納得して理解してもらいながら進める方針である。そのため、公式や文法項目一つ一つを講師が本質から理解をしている必要があり、またそれらを生徒に分かりやすく、また引き出しながら理解を進めていく必要がある。 ・企画を作り上げる力：私は毎月の中高生に対する社会人を招いての講演の企画運営業務に関わっていたため、そのことに関して記載いたします。 まず、企画を作る前に、この企画が必要な理由、生徒にどのような変化を提供したいのかを社員と共に考えます。答えがあるわけではないので、自らリサーチをして作り上げます。その後、それらを実際に企画に落とし込みます。企画に落とし込む段階で、生徒の学習効果を最大にするためにどうすればよいかを考え場の設定（グループワークを入れるなど）や講師の選定をします。そして、生徒の集客をします。集客段階でも、生徒に来てもらうために、意義や面白さを訴求したり、担任の講師経由で伝えてもらうなど、様々な方法を考えます。 「企画を作り上げる力」と漠然と書きましたが細分化すると以上のようになります。","・研修は、講師としての技術系の研修の他に、仕事をする上での大切な考え方に関する研修や、自社の核技術の研修など様々にあります。 ・各所属部署に一人以上社員がいるため、基本的にはその社員と相談をしながら進めていくことになります ・三ヶ月に一回程度、社員とインターン生全体の共有と研修の会があります。 その際の研修の内容は時期によって異なりますが、ロープレなどを交えた生徒への接し方などが多いです。 ・三ヶ月に一回、社員と目標とそれに対するフィードバックの面談があります。",NULL,NULL,"・主体的に考え動く力を身に付けることができること →会社は機会しか与えてくれないので、それをどのように活かすのかは自分次第。手をあげれば、様々な企画に深く関わらせてもらえるし、そこで得られる経験は大きい。（イベントの運営から校舎運営、塾のプロモーションなど）"
60,7,"a",56,"2017-05-20 10:59:00","2017-05-20 10:59:00",1,"非常勤職員（営業など）","1年以上2年未満","週1日〜2日","1100円〜1199円",8,10,10,10,10,8,8,"・80％：自治体や他団体の学習支援の調査と、ノウハウの提供 ・20％：その他、全体会議への出席や研修などの業務",NULL,"・学習支援や子どもの貧困に関するリアルな情報 目の前の子どもや、学習支援に関わる自治体や団体の方と話す機会を通じて、メディアで話題になっている学習支援や子どもの貧困に関するリアルな情報を感じることができる ・「価値」を作り上げる力 自治体や他団体の学習支援に関してノウハウを展開する際に、相手にとっての「価値」とは何かを考え、形にして説明する必要がある。答えがあるものではないため、まとめるのに時間も要するし、頭も悩ませる。答えのないものや提案に、「価値」を定義し、答えを出す力に少し触れることができた点。","・月に一回、職員全体の共有会やフィードバック会がある ・半年に一回程度、他団体との共催の研修プログラムに参加可能 ・所属部署に社員と相談しながら業務を進めていき、都度フィードバックをいただく。",NULL,NULL,"・学習支援や子どもの貧困に関する現状と、それらにどのように関われるのかを考える良い機会となること ・「答えのないもの」に関して「価値」を定め、周囲が納得理解できるように形にしていくことに触れることができること"
61,9,"a",29,"2017-05-20 10:59:04","2017-05-20 10:59:04",2,"コンサルタント","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,8,10,10,10,10,10,"業務内容:企業・業界データのプラットフォームであるSPEEDAというサービスのコンサルティングサービス。難易度の高いデータ作成＝60%, SPEEDAに掲載されていない業界のリサーチ＝20%, ミーティングや業務改善＝10%, その他＝10%",NULL,"・高度な財務に関するスキル ・Excelやクエリ等データ作成スキル ・仮説検証スキル ・ホスピタリティ ・責任感 ・セルフマネジメント ・ビジネスコミュニケーション（メール、電話）","社員とほぼ同じ裁量権で、インターンとしてではなくチームに必要な戦力の1人として扱われる。 面倒見は非常によく、インターンの成長のために時間や機会を作ってくれる。 データ作成に必要なExcelや財務スキルに関するトレーニングプログラムがあり、それをこなすだけで外資コンサル並みのスキルが身につく。社内向け研修は全て参加可能であり、内容は財務分析やM&Aの際のバリュエーションの細かい手法等、非常にレベルの高いものである。",NULL,NULL,"SPEEDAはユーザーの効率性を高めるツールであり、多くのコンサルティングファーム、投資銀行、大企業等に使用いただいているサービスです。その特性上業務や求められるアウトプットのレベルが高く、高度なスキル（財務やExcel、検証等）が身につくことは大きなメリットです。 加えて、ファイナンスに関する深い知見を得ることができます。 そして、やはり優秀かつ温かみのあるいい人が多い環境ですので、社員さんやインターン生とのつながりはかけがえのないものになると思っています。"
62,8,"a",57,"2017-05-20 10:59:07","2017-05-20 10:59:07",3,"職員","3ヶ月〜5ヶ月","週3日〜4日","無給（交通費支給）",10,4,8,8,10,5,7,"イベント企画・データ整理等中心の事務作業や動画作成、イベント出席に加えて青少年の参加者とのコミュニーケーション",NULL,"英語・日本語の両方を使いながらイベント企画や広報が出来ました。また、多様な価値観の仕事場での働き方や青少年に投資する日本企業の取り組みを知ることが出来ました。","メンターと1対1で常に仕事をマネージして貰い、仕事の効率化等を随時教えて頂きました。何でもかんでも手取り足とり教えてくれるタイプのワークスタイルではなく、目標に向けて最適なアプローチを模索するタイプで新しい時代の働き方に必要なことをたくさん学べました。",NULL,NULL,"東北出身で震災を経験しながらも志が高い学生とたくさん繋がることが出来ます。また、日米政府関係者とネットワーキングする機会を沢山得ることが出来ます。"
63,8,"a",58,"2017-05-20 10:59:12","2017-05-20 10:59:12",4,"webマーケティング","1年以上2年未満","週5日以上","1000円〜1099円",10,10,10,10,4,10,10,"web広告などを用いた自社サービスの集客及び分析業務(40%) 新サービスのマーケティング施策立案及び実施(20%) データ処理など雑務(5%) マーケティング面における改善案等のこちらからの提案等(35%)",NULL,"定量的な目標設定とコミット力(優秀な役員からのフィードバックを通して) データマイニング、データ分析 パワポ、エクセル、ワード等の資料作成能力","改善施策の立案及び成果発表で、優秀な役員からフィードバックをいただける。日頃は担当社員の方から進捗管理をしていただける。ただし、自発的に動かなければ仕事はふってこない。",NULL,NULL,"優秀な役職員と出会え、自分のキャリア形成に非常に役立つ。自分の現状の力が明確に数字として出るため、成果を出せると非常にモチベーション高く仕事をこなせる。"
64,9,"a",59,"2017-05-20 10:59:17","2017-05-20 10:59:17",1,"営業","3ヶ月〜5ヶ月","週5日以上","無給（交通費なし）",8,6,10,8,6,10,6,"現地営業部の人に同行をして営業活動。レストラン、通行人に飛び込み営業。またイベントに参加したり路上販売などもした。練炭販売６０％、地方開拓出張４０％。",NULL,"英語力。知らない場所、人に飛び込む力。自己発信力。異文化での営業方法。どんな環境でも生活できるサバイバル力。","教育体制はほぼない。自分から動かないと仕事はない。いくらでもサボることができてしまう会社、自分から働きかければ何でもできる会社。",NULL,NULL,"日本人がいない環境での仕事をすることで、知らないところへ飛び込む勇気、自己発信力が身につく。自分ひとりでは何もできないというちっぽけさを身に染みて実感できる。"
65,8,"a",60,"2017-05-20 11:27:32","2017-05-20 11:27:32",2,"スタディツアー管理","3ヶ月〜5ヶ月","週1日〜2日","無給（交通費なし）",10,10,10,10,8,8,9,"事務作業とスタディツアーの準備とお手伝いグローバルフェスタ準備をしました。 パーセンテージは上から 10,50,40%",NULL,"マネジメントスキル 英語力俯瞰するちから、途上国でいきるちから 事務処理能力 分析するちから が身に付きます。","面倒みは非常によく、誉めるだけでなく怒ってくれるので成長できる環境にあります。 毎年少数のインターンを雇っているので、手厚いです。",NULL,NULL,"Npoがどのように働き、社会に貢献しているかと言うことがわかる。少数のインターン舞台なので蜜の濃いインターン生活を送ることができるとおもいます。"
66,8,"a",42,"2017-05-20 11:27:37","2017-05-20 11:27:37",3,"リサーチ","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,10,10,8,10,8,9,"国内外のスタートアップや大手IT企業の最新動向のリサーチがメイン。 比率は、リサーチ(80%)/ミーティング等参加(10%)/イベント(10%)",NULL,"資料作成のスキル：社員とコミュニケーションをとってオーダーをきちんと把握し、過去の資料作成例を参考にしつつ、様々なソースを元に情報をまとめてゆく。経験を積むことで、早く精度高く作れるようになってゆく。","リサーチの仕事自体は個人作業で、時折社員がフィードバックをくださる形。VCならではの大切な対外ミーティングに参加させてくれたり、社内でインターンと社員によるビジネスアイデアのコンペがあったり、ことあるごとにご飯に連れ出してくださったり、社員とインターンの関係は比較的密だと思う。",NULL,NULL,"国内外のスタートアップの萌芽事例をリサーチすることで、ビジネスやテクノロジーのトレンドを理解できる。こうした知識のストックは、自分がこれから何をしてゆくかを考える時に役に立つ。社員は日本のIT業界を牽引する巨人ばかりで、一言一言がひたすら勉強になる。個人的には、もともとVCという仕事に漠然と興味があったが、このインターンを通して、ものすごくロマンのある仕事であるとともに、バリューあるVCとして働くことの難しさやハードルを学ぶことができた。"
67,8,"s",61,"2017-05-20 11:27:42","2017-05-20 11:27:42",4,"プランナー","1ヶ月〜2ヶ月","週3日〜4日","1000円〜1099円",10,8,8,8,6,8,7,"PR会社の仕事が全体的に学べる。クリッピング55%() PR企画のプラニング 30% プレスリリースの作成15%",NULL,"PR会社の実際の仕事内容や、イベントの企画の流れなどが分かる。自分の興味のある企画、仕事にインターン生でも取り組めるので、PRや広告に興味のある人にオススメ","先輩社員がしっかり業務内容も教えてくれ、めきめき実戦力がつく。ベンチャー企業なので、インターンが会社に貢献する割合も他の会社と比べても多い。",NULL,NULL,"PR会社の本来の仕事がわかる。また、学生生活では味わえない社会人としての責任の重さみたいなものを学生のうちからはだ感覚で身につけられる。"
68,9,"s",62,"2017-05-20 11:27:49","2017-05-20 11:27:49",1,"Assistant Operation Analyst","3ヶ月〜5ヶ月","週3日〜4日","1400円以上",10,10,8,10,2,10,10,"人事コンサル企業。 人事データをクライアントから回収すし、競合他社と比較してソリューション提供を行うビジネススタイル。 インターン生の業務 •データ収集の為の電話・メール営業 30% •受け取ったデータの処理作業 40% •ミーティング 30%",NULL,"-英語 米国現地でのインターンなので全て英語だった。 -積極性 自らの意見を主体的に発信しないと受け入れられない状況だったので常に主体的に発信することが求められた。 -エクセル","あまり整っていなかった。前のインターン生から引き継ぎのミーティングはあるが上司からの直接の引き継ぎはなく若干厳しかった。",NULL,NULL,"アメリカ現地企業で唯一のアジア人としてチームで働いた経験はなかなか厳しかったが良い経験になった。英語力もかなり伸びた。"
69,9,"s",63,"2017-05-20 11:27:53","2017-05-20 11:27:53",2,"マーケティング","3ヶ月〜5ヶ月","週1日〜2日","1400円以上",10,10,10,10,8,10,8,"【業務内容】 クライアントであった日本HPのPCを宣伝するためのSNSマーケティングを担当。 【業務の割合】 SNSアカウント運営：60% マーケ用のコンテンツ作成：40%（動画、ロボットなど）",NULL,"【マーケティングスキル】 詳細なユーザーターゲティングの方法やインフルエンサーを使用したwebマーケなどSNSに留まらずデジタルマーケティングに関する基礎的な知識を習得。","明確な仕事が決まっていないため、受け入れ態勢は未整備。 しかし、自分のやりたいと思う事に耳を傾けてくれる先輩社員が多いので、適切な企画提案をできれば、ある程度の裁量権を持った仕事をすることができる。",NULL,NULL,"・ITリテラシーの飛躍的な向上に繋がる。 デジタルマーケティングはもちろんのこと、インターンに参加しているメンバーはITそのものに貪欲な学生なので、自分自身もそうならざるを得ない。 ・コネクションや人脈の拡大 デジタルマーケ業界や事業会社のデジタルマーケ担当に会えるので、興味深い話を聞ける。"
